objectid,event_dow,event_type,apprehension_made,hood_158_loc
19047,Sunday,Person in Crisis,No,46
19048,Sunday,Suicide-related,Yes,165
19049,Sunday,Person in Crisis,No,170
19050,Sunday,Overdose,No,97
19051,Sunday,Suicide-related,Yes,138
19052,Sunday,Person in Crisis,No,168
19053,Sunday,Person in Crisis,Yes,151
19054,Sunday,Overdose,No,64
19055,Sunday,Person in Crisis,No,122
19056,Sunday,Suicide-related,No,39
19057,Sunday,Overdose,No,110
19058,Sunday,Person in Crisis,No,73
19059,Sunday,Suicide-related,No,168
19060,Sunday,Suicide-related,Yes,25
19061,Sunday,Suicide-related,No,97
19062,Sunday,Person in Crisis,No,68
19063,Sunday,Person in Crisis,No,154
19064,Sunday,Person in Crisis,Yes,153
19065,Sunday,Person in Crisis,No,16
19066,Sunday,Person in Crisis,No,167
19067,Sunday,Person in Crisis,Yes,86
19068,Sunday,Suicide-related,No,148
19069,Sunday,Person in Crisis,No,62
19070,Sunday,Person in Crisis,No,169
19071,Monday,Person in Crisis,No,73
19072,Monday,Suicide-related,No,54
19073,Monday,Suicide-related,Yes,63
19074,Monday,Suicide-related,No,168
19075,Monday,Person in Crisis,Yes,111
19076,Monday,Suicide-related,No,57
19077,Monday,Suicide-related,No,79
19078,Monday,Person in Crisis,No,55
19079,Monday,Person in Crisis,No,44
19080,Monday,Person in Crisis,Yes,159
19081,Monday,Suicide-related,No,120
19082,Monday,Person in Crisis,No,133
19083,Monday,Suicide-related,No,167
19084,Monday,Person in Crisis,No,32
19085,Monday,Person in Crisis,No,67
19086,Monday,Person in Crisis,No,44
19087,Monday,Person in Crisis,Yes,136
19088,Monday,Person in Crisis,No,25
19089,Monday,Person in Crisis,Yes,70
19090,Monday,Overdose,No,96
19091,Monday,Suicide-related,Yes,98
19092,Monday,Suicide-related,No,140
19093,Monday,Person in Crisis,No,65
19094,Monday,Person in Crisis,No,13
19095,Monday,Person in Crisis,No,164
19096,Monday,Suicide-related,Yes,139
19097,Monday,Person in Crisis,No,84
19098,Monday,Suicide-related,Yes,36
19099,Monday,Suicide-related,Yes,160
19100,Monday,Suicide-related,Yes,16
19101,Monday,Person in Crisis,Yes,31
19102,Monday,Suicide-related,No,139
19103,Monday,Suicide-related,No,95
19104,Monday,Suicide-related,No,85
19106,Monday,Suicide-related,No,107
19107,Monday,Suicide-related,No,168
19108,Monday,Person in Crisis,No,119
19109,Monday,Person in Crisis,No,110
19110,Monday,Person in Crisis,No,25
19111,Monday,Person in Crisis,Yes,110
19112,Monday,Suicide-related,Yes,27
19113,Monday,Suicide-related,No,39
19114,Monday,Person in Crisis,No,170
19115,Monday,Suicide-related,Yes,168
19116,Monday,Person in Crisis,No,159
19117,Monday,Suicide-related,No,3
19118,Monday,Suicide-related,No,59
19119,Monday,Person in Crisis,No,78
19120,Monday,Suicide-related,No,1
19121,Monday,Person in Crisis,Yes,37
19122,Monday,Person in Crisis,No,30
19123,Monday,Person in Crisis,No,166
19124,Monday,Person in Crisis,Yes,167
19125,Monday,Person in Crisis,No,55
19126,Monday,Suicide-related,No,96
19127,Monday,Person in Crisis,Yes,164
19128,Monday,Suicide-related,No,32
19129,Monday,Person in Crisis,Yes,96
19130,Monday,Suicide-related,Yes,156
19131,Monday,Person in Crisis,No,155
19132,Monday,Person in Crisis,No,143
19133,Monday,Suicide-related,Yes,54
19134,Monday,Person in Crisis,No,16
19135,Monday,Person in Crisis,No,85
19136,Monday,Person in Crisis,No,136
19137,Monday,Suicide-related,No,74
19138,Monday,Person in Crisis,No,79
19139,Monday,Suicide-related,No,78
19140,Monday,Overdose,No,171
19141,Monday,Suicide-related,Yes,160
19142,Monday,Person in Crisis,No,170
19143,Monday,Suicide-related,Yes,160
19144,Monday,Person in Crisis,No,136
19145,Monday,Suicide-related,Yes,113
19146,Monday,Person in Crisis,No,47
19147,Monday,Suicide-related,No,43
19148,Monday,Person in Crisis,No,154
19149,Monday,Suicide-related,No,50
19150,Monday,Person in Crisis,Yes,73
19151,Monday,Person in Crisis,No,54
19152,Monday,Suicide-related,Yes,168
19153,Monday,Suicide-related,No,23
19154,Monday,Person in Crisis,No,52
19155,Monday,Person in Crisis,No,89
19156,Monday,Suicide-related,No,170
19157,Monday,Suicide-related,No,142
19158,Monday,Person in Crisis,No,142
19159,Monday,Person in Crisis,No,31
19160,Tuesday,Person in Crisis,No,42
19161,Tuesday,Person in Crisis,No,169
19162,Tuesday,Suicide-related,No,141
19163,Tuesday,Suicide-related,No,136
19164,Tuesday,Overdose,No,166
19165,Tuesday,Suicide-related,No,170
19166,Tuesday,Suicide-related,No,141
19167,Tuesday,Suicide-related,Yes,70
19168,Tuesday,Suicide-related,No,40
19169,Tuesday,Suicide-related,Yes,98
19170,Tuesday,Person in Crisis,No,78
19171,Tuesday,Suicide-related,Yes,78
19172,Tuesday,Suicide-related,No,141
19173,Tuesday,Person in Crisis,Yes,52
19174,Tuesday,Person in Crisis,No,57
19175,Tuesday,Suicide-related,Yes,155
19176,Tuesday,Suicide-related,No,171
19177,Tuesday,Suicide-related,Yes,140
19178,Tuesday,Person in Crisis,No,170
19179,Tuesday,Person in Crisis,No,81
19180,Tuesday,Person in Crisis,Yes,153
19181,Tuesday,Person in Crisis,No,138
19182,Tuesday,Person in Crisis,No,148
19183,Tuesday,Person in Crisis,Yes,168
19184,Tuesday,Overdose,No,119
19185,Tuesday,Person in Crisis,No,85
19186,Tuesday,Suicide-related,No,73
19187,Tuesday,Suicide-related,Yes,122
19188,Tuesday,Suicide-related,No,71
19189,Tuesday,Suicide-related,No,79
19190,Tuesday,Person in Crisis,No,73
19191,Tuesday,Person in Crisis,No,168
19192,Tuesday,Suicide-related,No,106
19193,Tuesday,Suicide-related,No,171
19194,Tuesday,Person in Crisis,No,155
19195,Tuesday,Person in Crisis,No,78
19196,Tuesday,Person in Crisis,No,16
19197,Tuesday,Person in Crisis,No,43
19198,Tuesday,Suicide-related,No,88
19199,Tuesday,Suicide-related,No,152
19200,Tuesday,Overdose,No,2
19201,Tuesday,Overdose,Yes,27
19202,Tuesday,Person in Crisis,No,119
19203,Tuesday,Person in Crisis,No,164
19204,Tuesday,Person in Crisis,No,42
19205,Tuesday,Suicide-related,No,168
19206,Tuesday,Person in Crisis,No,35
19207,Tuesday,Suicide-related,Yes,95
19208,Tuesday,Suicide-related,No,170
19209,Tuesday,Person in Crisis,No,78
19210,Tuesday,Suicide-related,No,110
19211,Tuesday,Suicide-related,Yes,79
19212,Tuesday,Person in Crisis,No,30
19213,Tuesday,Person in Crisis,No,74
19214,Tuesday,Person in Crisis,No,168
19215,Tuesday,Suicide-related,No,1
19216,Tuesday,Suicide-related,No,43
19217,Tuesday,Person in Crisis,No,25
19218,Tuesday,Person in Crisis,No,138
19219,Tuesday,Suicide-related,Yes,119
19220,Tuesday,Suicide-related,No,63
19221,Tuesday,Person in Crisis,No,1
19222,Tuesday,Person in Crisis,No,30
19223,Tuesday,Person in Crisis,No,73
19224,Tuesday,Suicide-related,Yes,36
19225,Tuesday,Suicide-related,No,73
19226,Tuesday,Suicide-related,No,69
19227,Tuesday,Person in Crisis,No,160
19228,Tuesday,Person in Crisis,No,73
19229,Tuesday,Suicide-related,No,107
19230,Tuesday,Person in Crisis,No,169
19231,Wednesday,Person in Crisis,No,54
19232,Wednesday,Person in Crisis,No,141
19233,Wednesday,Person in Crisis,Yes,85
19234,Wednesday,Person in Crisis,No,162
19235,Wednesday,Person in Crisis,No,84
19236,Wednesday,Person in Crisis,No,70
19237,Wednesday,Person in Crisis,No,1
19238,Wednesday,Person in Crisis,No,69
19239,Wednesday,Person in Crisis,Yes,65
19240,Wednesday,Person in Crisis,No,162
19241,Wednesday,Person in Crisis,Yes,170
19242,Wednesday,Person in Crisis,No,84
19243,Wednesday,Overdose,No,79
19244,Wednesday,Person in Crisis,Yes,159
19245,Wednesday,Overdose,No,54
19246,Wednesday,Person in Crisis,No,107
19247,Wednesday,Suicide-related,No,95
19248,Wednesday,Person in Crisis,No,148
19249,Wednesday,Person in Crisis,No,121
19250,Wednesday,Overdose,Yes,91
19251,Wednesday,Overdose,No,69
19252,Wednesday,Person in Crisis,Yes,43
19253,Wednesday,Person in Crisis,Yes,22
19254,Wednesday,Overdose,No,73
19255,Wednesday,Suicide-related,Yes,39
19256,Wednesday,Person in Crisis,No,36
19257,Wednesday,Person in Crisis,Yes,119
19258,Wednesday,Person in Crisis,No,2
19259,Wednesday,Suicide-related,No,170
19260,Wednesday,Person in Crisis,No,169
19261,Wednesday,Overdose,Yes,145
19262,Wednesday,Person in Crisis,No,80
19263,Wednesday,Person in Crisis,Yes,113
19264,Wednesday,Person in Crisis,No,1
19265,Wednesday,Person in Crisis,No,5
19266,Wednesday,Person in Crisis,No,170
19267,Wednesday,Person in Crisis,No,79
19268,Wednesday,Suicide-related,No,48
19269,Wednesday,Person in Crisis,No,146
19270,Wednesday,Overdose,No,152
19271,Wednesday,Person in Crisis,No,85
19272,Wednesday,Person in Crisis,Yes,122
19273,Wednesday,Suicide-related,Yes,158
19274,Wednesday,Person in Crisis,No,136
19275,Wednesday,Person in Crisis,No,42
19276,Wednesday,Suicide-related,Yes,99
19277,Wednesday,Person in Crisis,Yes,166
19278,Wednesday,Person in Crisis,No,168
19279,Wednesday,Person in Crisis,No,83
19280,Wednesday,Suicide-related,No,106
19281,Wednesday,Overdose,No,103
19282,Wednesday,Person in Crisis,No,160
19283,Wednesday,Overdose,Yes,40
19284,Wednesday,Person in Crisis,No,78
19285,Wednesday,Person in Crisis,Yes,68
19286,Wednesday,Person in Crisis,No,70
19287,Wednesday,Suicide-related,Yes,125
19288,Wednesday,Person in Crisis,No,107
19289,Wednesday,Suicide-related,No,141
19290,Wednesday,Person in Crisis,No,115
19291,Wednesday,Person in Crisis,No,125
19292,Wednesday,Person in Crisis,No,166
19293,Wednesday,Person in Crisis,No,138
19294,Wednesday,Person in Crisis,No,115
19295,Wednesday,Person in Crisis,No,73
19296,Wednesday,Suicide-related,No,150
19297,Wednesday,Suicide-related,No,142
19298,Wednesday,Person in Crisis,No,85
19299,Wednesday,Suicide-related,No,31
19300,Wednesday,Suicide-related,Yes,168
19301,Wednesday,Suicide-related,No,27
19302,Wednesday,Person in Crisis,No,122
19303,Wednesday,Suicide-related,No,44
19304,Wednesday,Suicide-related,No,94
19305,Wednesday,Suicide-related,No,19
19306,Wednesday,Suicide-related,No,70
19307,Thursday,Person in Crisis,No,110
19308,Thursday,Person in Crisis,No,170
19309,Thursday,Person in Crisis,No,7
19310,Thursday,Person in Crisis,No,73
19311,Thursday,Suicide-related,No,106
19312,Thursday,Person in Crisis,No,100
19313,Thursday,Person in Crisis,No,85
19314,Thursday,Person in Crisis,Yes,162
19315,Thursday,Suicide-related,Yes,78
19316,Thursday,Suicide-related,Yes,165
19317,Thursday,Overdose,Yes,143
19318,Thursday,Person in Crisis,No,159
19319,Thursday,Suicide-related,No,163
19320,Thursday,Suicide-related,No,103
19321,Thursday,Person in Crisis,Yes,135
19322,Thursday,Suicide-related,Yes,58
19323,Thursday,Suicide-related,No,96
19324,Thursday,Suicide-related,No,167
19325,Thursday,Suicide-related,No,138
19326,Thursday,Person in Crisis,No,54
19327,Thursday,Person in Crisis,No,73
19328,Thursday,Person in Crisis,No,73
19329,Thursday,Person in Crisis,No,31
19330,Thursday,Suicide-related,No,58
19331,Thursday,Suicide-related,Yes,166
19332,Thursday,Person in Crisis,Yes,160
19333,Thursday,Suicide-related,Yes,168
19334,Thursday,Person in Crisis,No,91
19335,Thursday,Suicide-related,No,122
19336,Thursday,Suicide-related,Yes,79
19337,Thursday,Suicide-related,No,136
19338,Thursday,Person in Crisis,Yes,61
19339,Thursday,Suicide-related,Yes,118
19340,Thursday,Suicide-related,No,115
19341,Thursday,Person in Crisis,No,135
19342,Thursday,Suicide-related,No,108
19343,Thursday,Suicide-related,No,74
19344,Thursday,Person in Crisis,Yes,70
19345,Thursday,Suicide-related,No,149
19346,Thursday,Overdose,Yes,33
19347,Thursday,Person in Crisis,No,87
19348,Thursday,Suicide-related,No,123
19349,Thursday,Suicide-related,No,92
19350,Thursday,Suicide-related,No,129
19351,Thursday,Person in Crisis,Yes,84
19352,Thursday,Suicide-related,No,36
19353,Thursday,Person in Crisis,No,160
19354,Thursday,Person in Crisis,No,23
19355,Thursday,Person in Crisis,No,59
19356,Thursday,Person in Crisis,No,85
19357,Thursday,Suicide-related,No,138
19358,Thursday,Suicide-related,Yes,47
19359,Thursday,Person in Crisis,No,63
19360,Thursday,Person in Crisis,Yes,85
19361,Thursday,Person in Crisis,No,83
19362,Thursday,Person in Crisis,No,73
19363,Thursday,Person in Crisis,Yes,32
19364,Thursday,Person in Crisis,No,167
19365,Thursday,Suicide-related,Yes,124
19366,Thursday,Person in Crisis,No,85
19367,Thursday,Suicide-related,Yes,78
19368,Thursday,Person in Crisis,Yes,70
19369,Thursday,Person in Crisis,No,85
19370,Thursday,Suicide-related,No,18
19371,Thursday,Suicide-related,Yes,146
19372,Thursday,Person in Crisis,No,110
19373,Thursday,Suicide-related,Yes,124
19374,Thursday,Person in Crisis,No,73
19375,Thursday,Person in Crisis,No,84
19376,Thursday,Person in Crisis,No,68
19377,Friday,Person in Crisis,No,166
19378,Friday,Person in Crisis,No,99
19379,Friday,Suicide-related,Yes,109
19380,Friday,Overdose,Yes,65
19381,Friday,Suicide-related,No,2
19382,Friday,Suicide-related,No,72
19383,Friday,Person in Crisis,No,91
19384,Friday,Person in Crisis,Yes,126
19385,Friday,Person in Crisis,No,31
19386,Friday,Suicide-related,Yes,78
19387,Friday,Person in Crisis,No,86
19388,Friday,Person in Crisis,No,172
19389,Friday,Overdose,No,73
19390,Friday,Person in Crisis,No,135
19391,Friday,Person in Crisis,Yes,54
19392,Friday,Person in Crisis,No,98
19393,Friday,Suicide-related,No,74
19394,Friday,Person in Crisis,No,78
19395,Friday,Person in Crisis,No,50
19396,Friday,Person in Crisis,Yes,57
19397,Friday,Overdose,No,1
19398,Friday,Person in Crisis,No,124
19399,Friday,Person in Crisis,No,141
19400,Friday,Overdose,Yes,113
19401,Friday,Person in Crisis,Yes,155
19402,Friday,Overdose,Yes,44
19403,Friday,Person in Crisis,No,73
19404,Friday,Person in Crisis,No,61
19405,Friday,Suicide-related,No,63
19406,Friday,Person in Crisis,Yes,56
19407,Friday,Person in Crisis,No,128
19408,Friday,Person in Crisis,No,78
19409,Friday,Person in Crisis,No,122
19410,Friday,Person in Crisis,No,78
19411,Friday,Person in Crisis,No,63
19412,Friday,Person in Crisis,No,63
19413,Friday,Person in Crisis,No,170
19414,Friday,Person in Crisis,No,138
19415,Friday,Person in Crisis,No,89
19416,Friday,Person in Crisis,No,135
19417,Friday,Person in Crisis,No,162
19418,Friday,Suicide-related,No,166
19419,Friday,Person in Crisis,Yes,110
19420,Friday,Suicide-related,No,128
19421,Friday,Person in Crisis,No,102
19422,Friday,Suicide-related,Yes,85
19423,Friday,Person in Crisis,No,136
19424,Friday,Suicide-related,No,78
19425,Friday,Suicide-related,No,96
19426,Friday,Person in Crisis,No,69
19427,Friday,Suicide-related,No,22
19428,Friday,Person in Crisis,No,53
19429,Friday,Person in Crisis,No,129
19430,Friday,Suicide-related,Yes,58
19431,Friday,Person in Crisis,No,32
19432,Friday,Person in Crisis,No,73
19433,Friday,Suicide-related,Yes,106
19434,Saturday,Person in Crisis,No,159
19435,Saturday,Person in Crisis,No,81
19436,Saturday,Person in Crisis,No,69
19437,Saturday,Person in Crisis,No,27
19438,Saturday,Person in Crisis,No,110
19439,Saturday,Person in Crisis,Yes,159
19440,Saturday,Person in Crisis,No,95
19441,Saturday,Person in Crisis,No,107
19442,Saturday,Suicide-related,Yes,119
19443,Saturday,Person in Crisis,No,122
19444,Saturday,Person in Crisis,No,105
19445,Saturday,Person in Crisis,No,72
19446,Saturday,Person in Crisis,No,87
19447,Saturday,Suicide-related,No,124
19448,Saturday,Person in Crisis,No,90
19449,Saturday,Suicide-related,No,170
19450,Saturday,Suicide-related,No,59
19451,Saturday,Person in Crisis,No,74
19452,Saturday,Suicide-related,No,59
19453,Saturday,Suicide-related,No,78
19454,Saturday,Person in Crisis,Yes,94
19455,Saturday,Person in Crisis,No,162
19456,Saturday,Person in Crisis,No,62
19457,Saturday,Overdose,No,73
19458,Saturday,Person in Crisis,No,85
19459,Saturday,Suicide-related,No,81
19460,Saturday,Suicide-related,No,85
19461,Saturday,Person in Crisis,No,70
19462,Saturday,Suicide-related,No,173
19463,Saturday,Overdose,No,9
19464,Saturday,Person in Crisis,No,86
19465,Saturday,Suicide-related,No,78
19466,Saturday,Suicide-related,No,109
19467,Saturday,Person in Crisis,No,162
19468,Saturday,Suicide-related,No,48
19469,Saturday,Person in Crisis,No,78
19470,Saturday,Person in Crisis,No,71
19471,Saturday,Person in Crisis,No,54
19472,Saturday,Suicide-related,No,38
19473,Saturday,Suicide-related,No,130
19474,Saturday,Person in Crisis,No,18
19475,Saturday,Person in Crisis,No,120
19476,Saturday,Person in Crisis,No,110
19477,Saturday,Person in Crisis,No,160
19478,Saturday,Person in Crisis,No,16
19479,Saturday,Suicide-related,Yes,159
19480,Saturday,Suicide-related,No,170
19481,Saturday,Person in Crisis,No,70
19482,Saturday,Person in Crisis,Yes,136
19483,Saturday,Suicide-related,Yes,2
19484,Saturday,Person in Crisis,No,55
19485,Saturday,Suicide-related,No,89
19486,Saturday,Suicide-related,No,90
19487,Saturday,Person in Crisis,No,63
19488,Sunday,Suicide-related,No,155
19489,Sunday,Person in Crisis,No,2
19490,Sunday,Person in Crisis,Yes,59
19491,Sunday,Person in Crisis,No,81
19492,Sunday,Person in Crisis,No,78
19493,Sunday,Person in Crisis,No,25
19494,Sunday,Suicide-related,Yes,158
19495,Sunday,Person in Crisis,No,158
19496,Sunday,Person in Crisis,No,150
19497,Sunday,Suicide-related,No,80
19498,Sunday,Suicide-related,No,157
19499,Sunday,Suicide-related,No,163
19500,Sunday,Suicide-related,No,136
19501,Sunday,Suicide-related,No,145
19502,Sunday,Person in Crisis,No,130
19503,Sunday,Overdose,Yes,85
19504,Sunday,Person in Crisis,No,65
19505,Sunday,Suicide-related,No,54
19506,Sunday,Person in Crisis,No,162
19507,Sunday,Suicide-related,No,167
19508,Sunday,Person in Crisis,No,70
19509,Sunday,Suicide-related,Yes,87
19510,Sunday,Person in Crisis,No,78
19511,Sunday,Person in Crisis,No,85
19512,Sunday,Person in Crisis,Yes,65
19513,Sunday,Person in Crisis,No,70
19514,Sunday,Overdose,Yes,87
19515,Sunday,Suicide-related,No,78
19516,Sunday,Suicide-related,No,52
19517,Sunday,Person in Crisis,No,70
19518,Sunday,Suicide-related,Yes,160
19519,Sunday,Person in Crisis,No,85
19520,Sunday,Suicide-related,No,36
19521,Sunday,Suicide-related,Yes,36
19522,Sunday,Suicide-related,Yes,72
19523,Sunday,Person in Crisis,No,171
19524,Sunday,Suicide-related,No,91
19525,Sunday,Suicide-related,No,43
19526,Sunday,Person in Crisis,No,78
19527,Sunday,Person in Crisis,Yes,3
19528,Sunday,Suicide-related,No,30
19529,Sunday,Person in Crisis,No,136
19530,Sunday,Suicide-related,No,163
19531,Sunday,Person in Crisis,No,113
19532,Sunday,Overdose,No,122
19533,Sunday,Suicide-related,No,149
19534,Sunday,Person in Crisis,No,27
19535,Sunday,Suicide-related,No,83
19536,Sunday,Person in Crisis,No,159
19537,Sunday,Person in Crisis,No,80
19538,Sunday,Person in Crisis,Yes,81
19539,Sunday,Person in Crisis,No,25
19540,Sunday,Person in Crisis,No,162
19541,Sunday,Suicide-related,Yes,35
19542,Sunday,Person in Crisis,Yes,74
19543,Sunday,Overdose,Yes,155
19544,Sunday,Person in Crisis,No,141
19545,Monday,Suicide-related,No,27
19546,Monday,Person in Crisis,Yes,141
19547,Monday,Person in Crisis,No,136
19548,Monday,Suicide-related,No,8
19549,Monday,Suicide-related,Yes,111
19550,Monday,Suicide-related,No,139
19551,Monday,Person in Crisis,No,57
19552,Monday,Person in Crisis,Yes,78
19553,Monday,Person in Crisis,No,163
19554,Monday,Person in Crisis,No,99
19555,Monday,Person in Crisis,No,78
19556,Monday,Suicide-related,No,119
19557,Monday,Person in Crisis,No,170
19558,Monday,Person in Crisis,No,159
19559,Monday,Person in Crisis,Yes,73
19560,Monday,Suicide-related,No,169
19561,Monday,Person in Crisis,No,71
19562,Monday,Person in Crisis,No,59
19563,Monday,Person in Crisis,No,68
19564,Monday,Suicide-related,No,78
19565,Monday,Person in Crisis,No,162
