objectid,event_type,hood_158_loc
50544,Person in Crisis,168
50545,Person in Crisis,170
50546,Person in Crisis,142
50547,Person in Crisis,166
50548,Person in Crisis,40
50549,Person in Crisis,154
50550,Person in Crisis,169
50551,Suicide-related,67
50552,Suicide-related,19
50553,Person in Crisis,85
50554,Suicide-related,35
50555,Person in Crisis,111
50556,Person in Crisis,74
50557,Person in Crisis,147
50558,Overdose,159
50559,Person in Crisis,84
50560,Overdose,23
50561,Person in Crisis,85
50562,Person in Crisis,94
50563,Person in Crisis,73
50564,Overdose,103
50565,Person in Crisis,68
50566,Person in Crisis,135
50567,Suicide-related,78
50568,Person in Crisis,170
50569,Person in Crisis,136
50570,Person in Crisis,121
50571,Suicide-related,27
50572,Person in Crisis,154
50573,Person in Crisis,38
50574,Suicide-related,42
50575,Overdose,1
50576,Suicide-related,79
50577,Person in Crisis,174
50578,Suicide-related,110
50579,Suicide-related,92
50580,Suicide-related,25
50581,Person in Crisis,2
50582,Suicide-related,94
50583,Person in Crisis,107
50584,Person in Crisis,41
50585,Suicide-related,162
50586,Overdose,71
50587,Person in Crisis,171
50588,Suicide-related,31
50589,Person in Crisis,71
50590,Person in Crisis,167
50591,Person in Crisis,97
50592,Person in Crisis,162
50593,Person in Crisis,163
50594,Suicide-related,120
50595,Person in Crisis,161
50596,Person in Crisis,78
50597,Overdose,69
50598,Person in Crisis,61
50599,Suicide-related,170
50600,Overdose,106
50601,Person in Crisis,162
50602,Person in Crisis,174
50603,Overdose,10
50604,Person in Crisis,159
50605,Suicide-related,111
50606,Person in Crisis,171
50607,Person in Crisis,65
50608,Suicide-related,124
50609,Person in Crisis,170
50610,Suicide-related,171
50611,Person in Crisis,85
50612,Person in Crisis,115
50613,Person in Crisis,161
50614,Suicide-related,56
50615,Person in Crisis,153
50616,Suicide-related,163
50617,Person in Crisis,159
50618,Overdose,116
50619,Suicide-related,170
50620,Suicide-related,121
50621,Person in Crisis,71
50622,Person in Crisis,162
50623,Person in Crisis,85
50624,Person in Crisis,162
50625,Person in Crisis,119
50626,Person in Crisis,154
50627,Suicide-related,78
50628,Person in Crisis,85
50629,Person in Crisis,136
50630,Person in Crisis,6
50631,Overdose,167
50632,Suicide-related,73
50633,Suicide-related,133
50634,Suicide-related,111
50635,Person in Crisis,120
50636,Suicide-related,95
50637,Suicide-related,69
50638,Person in Crisis,146
50639,Person in Crisis,107
50640,Person in Crisis,167
50641,Suicide-related,69
50642,Person in Crisis,7
50643,Suicide-related,166
50644,Person in Crisis,141
50645,Suicide-related,11
50646,Person in Crisis,161
50647,Person in Crisis,146
50648,Suicide-related,85
50650,Person in Crisis,69
50651,Overdose,40
50652,Suicide-related,95
50653,Person in Crisis,64
50654,Overdose,162
50655,Overdose,81
50656,Suicide-related,36
50657,Person in Crisis,63
50658,Person in Crisis,167
50659,Overdose,63
50660,Suicide-related,120
50661,Suicide-related,170
50662,Suicide-related,171
50663,Person in Crisis,174
50664,Person in Crisis,101
50665,Person in Crisis,84
50666,Overdose,124
50667,Person in Crisis,9
50668,Suicide-related,38
50669,Person in Crisis,109
50670,Suicide-related,70
50671,Person in Crisis,168
50672,Suicide-related,58
50673,Suicide-related,138
50674,Overdose,95
50675,Person in Crisis,123
50676,Person in Crisis,166
50677,Person in Crisis,11
50678,Person in Crisis,83
50679,Person in Crisis,43
50680,Person in Crisis,63
50681,Person in Crisis,136
50682,Person in Crisis,52
50683,Suicide-related,85
50684,Person in Crisis,150
50685,Overdose,78
50686,Person in Crisis,9
50687,Suicide-related,171
50688,Suicide-related,68
50689,Suicide-related,64
50690,Person in Crisis,73
50691,Suicide-related,31
50692,Suicide-related,86
50693,Person in Crisis,170
50694,Suicide-related,85
50695,Person in Crisis,170
50696,Person in Crisis,84
50697,Suicide-related,139
50698,Person in Crisis,85
50699,Person in Crisis,22
50700,Person in Crisis,163
50701,Person in Crisis,85
50702,Person in Crisis,87
50703,Person in Crisis,115
50704,Overdose,27
50705,Person in Crisis,135
50706,Suicide-related,74
50707,Suicide-related,165
50708,Person in Crisis,170
50709,Person in Crisis,92
50710,Person in Crisis,78
50711,Suicide-related,168
50712,Person in Crisis,160
50713,Person in Crisis,124
50714,Person in Crisis,31
50715,Person in Crisis,172
50716,Person in Crisis,21
50717,Person in Crisis,170
50718,Person in Crisis,31
50719,Person in Crisis,136
50720,Person in Crisis,65
50721,Person in Crisis,54
50722,Suicide-related,88
50723,Overdose,105
50724,Suicide-related,31
50725,Suicide-related,31
50726,Person in Crisis,54
50727,Overdose,73
50728,Suicide-related,103
50729,Person in Crisis,1
50730,Person in Crisis,85
50731,Person in Crisis,32
50732,Person in Crisis,129
50733,Overdose,135
50734,Person in Crisis,142
50735,Suicide-related,168
50736,Suicide-related,168
50737,Person in Crisis,33
50738,Person in Crisis,30
50739,Person in Crisis,139
50740,Person in Crisis,90
50741,Person in Crisis,150
50742,Person in Crisis,160
50743,Person in Crisis,170
50744,Person in Crisis,36
50745,Suicide-related,1
50746,Suicide-related,57
50747,Suicide-related,167
50748,Person in Crisis,73
50749,Person in Crisis,46
50750,Person in Crisis,113
50751,Person in Crisis,78
50752,Suicide-related,112
50753,Person in Crisis,31
50754,Suicide-related,168
50755,Suicide-related,100
50756,Person in Crisis,149
50757,Person in Crisis,162
50758,Person in Crisis,107
50759,Person in Crisis,156
50760,Suicide-related,165
50761,Overdose,54
50762,Person in Crisis,167
50763,Suicide-related,69
50764,Suicide-related,36
50765,Person in Crisis,139
50766,Person in Crisis,69
50767,Person in Crisis,90
50768,Person in Crisis,92
50769,Person in Crisis,150
50770,Person in Crisis,73
50771,Suicide-related,31
50772,Person in Crisis,7
50773,Person in Crisis,86
50774,Overdose,83
50775,Person in Crisis,168
50776,Person in Crisis,33
50777,Suicide-related,28
50778,Suicide-related,158
50779,Overdose,149
50780,Person in Crisis,78
50781,Person in Crisis,25
50782,Person in Crisis,37
50783,Suicide-related,168
50784,Suicide-related,97
50785,Person in Crisis,166
50786,Suicide-related,119
50787,Person in Crisis,173
50788,Person in Crisis,27
50789,Person in Crisis,124
50790,Person in Crisis,78
50791,Person in Crisis,168
50792,Person in Crisis,73
50793,Person in Crisis,170
50794,Person in Crisis,83
50795,Suicide-related,121
50796,Person in Crisis,163
50797,Person in Crisis,73
50798,Suicide-related,32
50799,Person in Crisis,118
50800,Suicide-related,100
50801,Person in Crisis,79
50802,Person in Crisis,10
50803,Overdose,155
50804,Suicide-related,79
50805,Person in Crisis,168
50806,Person in Crisis,18
50807,Suicide-related,1
50808,Suicide-related,27
50809,Person in Crisis,121
50810,Person in Crisis,54
50811,Person in Crisis,168
50812,Person in Crisis,25
50813,Suicide-related,126
50814,Person in Crisis,30
50815,Suicide-related,85
50816,Overdose,84
50817,Person in Crisis,107
50818,Person in Crisis,166
50819,Suicide-related,100
50820,Suicide-related,96
50821,Suicide-related,174
50822,Suicide-related,170
50823,Overdose,58
50824,Person in Crisis,2
50825,Suicide-related,9
50826,Person in Crisis,174
50827,Person in Crisis,118
50828,Person in Crisis,10
50829,Person in Crisis,63
50830,Suicide-related,106
50831,Person in Crisis,37
50832,Person in Crisis,167
50833,Overdose,171
50834,Person in Crisis,9
50835,Person in Crisis,43
50836,Person in Crisis,166
50837,Person in Crisis,158
50838,Suicide-related,163
50839,Person in Crisis,72
50840,Suicide-related,73
50841,Person in Crisis,73
50842,Person in Crisis,105
50843,Suicide-related,15
50844,Person in Crisis,55
50845,Person in Crisis,125
50846,Person in Crisis,85
50847,Person in Crisis,90
50848,Person in Crisis,167
50849,Person in Crisis,154
50850,Suicide-related,13
50851,Person in Crisis,78
50852,Suicide-related,85
50853,Person in Crisis,32
50854,Person in Crisis,25
50855,Person in Crisis,40
50856,Suicide-related,126
50857,Person in Crisis,85
50858,Suicide-related,85
50859,Person in Crisis,91
50860,Person in Crisis,73
50861,Person in Crisis,78
50862,Suicide-related,54
50863,Person in Crisis,8
50864,Person in Crisis,78
50865,Person in Crisis,85
50866,Person in Crisis,83
50867,Person in Crisis,59
50868,Person in Crisis,73
50869,Person in Crisis,154
50870,Person in Crisis,162
50871,Person in Crisis,32
50872,Suicide-related,44
50873,Suicide-related,112
50874,Person in Crisis,129
50875,Person in Crisis,170
50876,Suicide-related,90
50877,Person in Crisis,123
50878,Person in Crisis,136
50879,Suicide-related,173
50880,Suicide-related,168
50881,Person in Crisis,124
50882,Person in Crisis,61
50883,Person in Crisis,73
50884,Person in Crisis,84
50885,Suicide-related,80
50886,Suicide-related,168
50887,Person in Crisis,86
50888,Suicide-related,81
50889,Person in Crisis,79
50890,Person in Crisis,166
50891,Person in Crisis,85
50892,Person in Crisis,110
50893,Suicide-related,71
50894,Person in Crisis,73
50895,Person in Crisis,115
50896,Suicide-related,170
50897,Suicide-related,166
50898,Suicide-related,90
50899,Person in Crisis,159
50900,Suicide-related,148
50901,Overdose,25
50902,Person in Crisis,100
50903,Person in Crisis,5
50904,Suicide-related,173
50905,Person in Crisis,63
50906,Overdose,64
50907,Person in Crisis,43
50908,Person in Crisis,83
50909,Suicide-related,36
50910,Person in Crisis,54
50911,Suicide-related,138
50912,Person in Crisis,71
50913,Person in Crisis,84
50914,Person in Crisis,48
50915,Suicide-related,96
50916,Overdose,119
50917,Suicide-related,164
50918,Person in Crisis,170
50919,Person in Crisis,43
50920,Overdose,25
50921,Suicide-related,168
50922,Suicide-related,155
50923,Person in Crisis,73
50924,Suicide-related,139
50925,Person in Crisis,85
50926,Person in Crisis,73
50927,Suicide-related,78
50928,Suicide-related,106
50929,Person in Crisis,80
50930,Suicide-related,73
50931,Person in Crisis,166
50932,Suicide-related,88
50933,Person in Crisis,70
50934,Person in Crisis,170
50935,Person in Crisis,98
50936,Suicide-related,111
50937,Person in Crisis,16
50938,Suicide-related,166
50939,Person in Crisis,144
50940,Suicide-related,71
50941,Suicide-related,55
50942,Person in Crisis,28
50943,Person in Crisis,157
50944,Suicide-related,16
50945,Overdose,74
50946,Suicide-related,166
50947,Person in Crisis,154
50948,Person in Crisis,85
50949,Person in Crisis,61
50950,Overdose,95
50951,Suicide-related,1
50952,Suicide-related,164
50953,Suicide-related,73
50954,Person in Crisis,165
50955,Person in Crisis,69
50956,Person in Crisis,25
50957,Person in Crisis,72
50958,Suicide-related,61
50959,Person in Crisis,166
50960,Person in Crisis,72
50961,Person in Crisis,168
50962,Person in Crisis,43
50963,Suicide-related,37
50964,Suicide-related,34
50965,Person in Crisis,154
50966,Person in Crisis,70
50967,Suicide-related,20
50968,Suicide-related,136
50969,Person in Crisis,43
50970,Person in Crisis,174
50971,Person in Crisis,126
50972,Person in Crisis,164
50973,Person in Crisis,98
50974,Person in Crisis,52
50975,Suicide-related,166
50976,Person in Crisis,147
50977,Suicide-related,7
50978,Person in Crisis,29
50979,Suicide-related,120
50980,Person in Crisis,63
50981,Person in Crisis,50
50982,Person in Crisis,126
50983,Person in Crisis,150
50984,Person in Crisis,157
50985,Person in Crisis,166
50986,Suicide-related,98
50987,Suicide-related,1
50988,Suicide-related,79
50989,Person in Crisis,154
50990,Person in Crisis,68
50991,Suicide-related,135
50992,Person in Crisis,165
50993,Overdose,68
50994,Person in Crisis,74
50995,Person in Crisis,170
50996,Person in Crisis,174
50997,Suicide-related,68
50998,Person in Crisis,162
50999,Suicide-related,7
51000,Suicide-related,9
51001,Person in Crisis,135
51002,Suicide-related,165
51003,Person in Crisis,87
51004,Suicide-related,169
51005,Person in Crisis,115
51006,Person in Crisis,73
51007,Person in Crisis,54
51008,Suicide-related,38
51009,Person in Crisis,135
51010,Person in Crisis,174
51011,Person in Crisis,140
51012,Person in Crisis,106
51013,Overdose,64
51014,Overdose,167
51015,Suicide-related,9
51016,Suicide-related,142
51017,Suicide-related,101
51018,Person in Crisis,118
51019,Suicide-related,67
51020,Suicide-related,156
51021,Suicide-related,79
51022,Person in Crisis,46
51023,Person in Crisis,166
51024,Person in Crisis,25
51025,Suicide-related,151
51026,Suicide-related,53
51027,Person in Crisis,65
51028,Suicide-related,52
51029,Suicide-related,158
51030,Person in Crisis,78
51031,Person in Crisis,38
51032,Person in Crisis,42
51033,Person in Crisis,170
51034,Person in Crisis,143
51035,Person in Crisis,73
51036,Person in Crisis,37
51037,Suicide-related,142
51038,Suicide-related,162
51039,Person in Crisis,74
51040,Person in Crisis,35
51041,Person in Crisis,58
51042,Overdose,78
51043,Person in Crisis,154
51044,Person in Crisis,164
51045,Overdose,100
51046,Person in Crisis,135
51047,Person in Crisis,68
51048,Person in Crisis,70
51049,Person in Crisis,169
51050,Person in Crisis,162
51051,Overdose,78
51052,Suicide-related,170
51053,Suicide-related,85
51054,Person in Crisis,79
51055,Person in Crisis,140
51056,Person in Crisis,78
51057,Person in Crisis,168
51058,Person in Crisis,18
51059,Person in Crisis,162
51060,Person in Crisis,71
51061,Person in Crisis,86
51062,Person in Crisis,78
51063,Person in Crisis,13
51064,Suicide-related,169
51065,Overdose,80
51066,Suicide-related,60
51067,Person in Crisis,111
51068,Person in Crisis,1
51069,Suicide-related,25
51070,Person in Crisis,129
51071,Suicide-related,27
51072,Suicide-related,100
51073,Person in Crisis,85
51074,Person in Crisis,81
51075,Person in Crisis,171
51076,Person in Crisis,90
51077,Suicide-related,166
51078,Person in Crisis,73
51079,Overdose,174
51080,Suicide-related,136
51081,Person in Crisis,148
51082,Suicide-related,63
51083,Person in Crisis,38
51084,Person in Crisis,70
51085,Person in Crisis,81
51086,Person in Crisis,74
51087,Person in Crisis,74
51088,Person in Crisis,73
51089,Person in Crisis,70
51090,Suicide-related,167
51091,Person in Crisis,88
51092,Person in Crisis,81
51093,Person in Crisis,88
51094,Person in Crisis,38
51095,Person in Crisis,63
51096,Person in Crisis,62
51097,Person in Crisis,72
51098,Person in Crisis,61
51099,Suicide-related,64
51100,Suicide-related,134
51101,Person in Crisis,113
51102,Suicide-related,74
51103,Person in Crisis,136
51104,Person in Crisis,25
51105,Suicide-related,164
51106,Person in Crisis,27
51107,Person in Crisis,167
51108,Person in Crisis,86
51109,Person in Crisis,73
51110,Suicide-related,143
51111,Person in Crisis,22
51112,Suicide-related,43
51113,Suicide-related,159
51114,Person in Crisis,79
51115,Person in Crisis,73
51116,Suicide-related,85
51117,Person in Crisis,27
51118,Suicide-related,3
51119,Person in Crisis,73
51120,Person in Crisis,27
51121,Overdose,52
51122,Person in Crisis,136
51123,Person in Crisis,81
51124,Person in Crisis,27
51125,Overdose,61
51126,Person in Crisis,165
51127,Suicide-related,166
51128,Suicide-related,170
51129,Person in Crisis,88
51130,Person in Crisis,122
51131,Suicide-related,169
51132,Suicide-related,164
51133,Person in Crisis,16
51134,Suicide-related,9
51135,Person in Crisis,25
51136,Person in Crisis,16
51137,Suicide-related,36
51138,Suicide-related,124
51139,Person in Crisis,68
51140,Person in Crisis,55
51141,Person in Crisis,24
51142,Person in Crisis,87
51143,Person in Crisis,165
51144,Person in Crisis,16
51145,Suicide-related,54
51146,Person in Crisis,61
51147,Person in Crisis,171
51148,Person in Crisis,85
51149,Person in Crisis,62
51150,Person in Crisis,87
51151,Person in Crisis,70
51152,Person in Crisis,135
51153,Person in Crisis,57
51154,Person in Crisis,94
51155,Suicide-related,139
51156,Suicide-related,113
51157,Suicide-related,145
51158,Suicide-related,88
51159,Suicide-related,103
51160,Person in Crisis,152
51161,Person in Crisis,31
51162,Suicide-related,42
51163,Person in Crisis,164
51164,Suicide-related,71
51165,Person in Crisis,63
51166,Person in Crisis,28
51167,Person in Crisis,119
51168,Suicide-related,170
51169,Person in Crisis,112
51170,Person in Crisis,56
51171,Person in Crisis,81
51172,Person in Crisis,36
51173,Person in Crisis,114
51174,Person in Crisis,72
51175,Person in Crisis,140
51176,Person in Crisis,92
51177,Suicide-related,170
51178,Person in Crisis,94
51179,Person in Crisis,86
51180,Person in Crisis,107
51181,Overdose,25
51182,Person in Crisis,162
51183,Person in Crisis,8
51184,Person in Crisis,154
51185,Suicide-related,94
51186,Person in Crisis,162
51187,Person in Crisis,73
51188,Suicide-related,169
51189,Overdose,78
